Tempo_µs,SetPoint,PWM,Vel_Real
624.0,750.0,0.0,0.0
1284.0,750.0,0.0,0.0
1976.0,750.0,0.0,0.0
2680.0,750.0,0.0,0.0
17828.0,750.0,0.0,0.0
36548.0,750.0,0.0,0.0
55268.0,750.0,0.0,0.0
73988.0,750.0,0.0,0.0
92708.0,750.0,0.0,0.0
111476.0,750.0,0.0,0.0
131188.0,750.0,0.0,0.0
150948.0,750.0,0.0,0.0
170708.0,750.0,0.0,0.0
190476.0,750.0,0.0,0.0
210228.0,750.0,0.0,0.0
230036.0,750.0,0.0,0.0
249748.0,750.0,0.0,0.0
269508.0,750.0,0.0,0.0
289268.0,750.0,0.0,0.0
309028.0,750.0,0.0,0.0
328788.0,750.0,0.0,0.0
348596.0,750.0,0.0,0.0
368308.0,750.0,0.0,0.0
388068.0,750.0,0.0,0.0
407828.0,750.0,0.0,0.0
427588.0,750.0,0.0,0.0
447348.0,750.0,0.0,0.0
467156.0,750.0,0.0,0.0
486868.0,750.0,0.0,0.0
506628.0,750.0,0.0,0.0
526388.0,750.0,0.0,0.0
546148.0,750.0,0.0,0.0
565908.0,750.0,0.0,0.0
585716.0,750.0,0.0,0.0
605428.0,750.0,0.0,0.0
625188.0,750.0,0.0,0.0
644948.0,750.0,0.0,0.0
664708.0,750.0,0.0,0.0
684468.0,750.0,0.0,0.0
704276.0,750.0,0.0,0.0
723992.0,750.0,0.0,0.0
743748.0,750.0,0.0,0.0
763508.0,750.0,0.0,0.0
783268.0,750.0,0.0,0.0
803028.0,750.0,0.0,0.0
822836.0,750.0,0.0,0.0
842548.0,750.0,0.0,0.0
862308.0,750.0,0.0,0.0
882068.0,750.0,0.0,0.0
901828.0,750.0,0.0,0.0
921588.0,750.0,0.0,0.0
941396.0,750.0,0.0,0.0
961108.0,750.0,0.0,0.0
980868.0,750.0,0.0,0.0
1000628.0,750.0,0.0,0.0
1021428.0,750.0,0.0,0.0
1042276.0,750.0,0.0,0.0
1063028.0,750.0,0.0,0.0
1083828.0,750.0,0.0,0.0
1104628.0,750.0,0.0,0.0
1125428.0,750.0,0.0,0.0
1146276.0,750.0,0.0,0.0
1167028.0,750.0,0.0,0.0
1187828.0,750.0,0.0,0.0
1208628.0,750.0,0.0,0.0
1229428.0,750.0,0.0,0.0
1250276.0,750.0,0.0,0.0
1271028.0,750.0,0.0,0.0
1291828.0,750.0,0.0,0.0
1312628.0,750.0,0.0,0.0
1333428.0,750.0,0.0,0.0
1354276.0,750.0,0.0,0.0
1375028.0,750.0,0.0,0.0
1395828.0,750.0,0.0,0.0
1416628.0,750.0,0.0,0.0
1437428.0,750.0,0.0,0.0
1458276.0,750.0,0.0,0.0
1479028.0,750.0,0.0,0.0
1499828.0,750.0,0.0,0.0
1520628.0,750.0,0.0,0.0
1541428.0,750.0,0.0,0.0
1562276.0,750.0,0.0,0.0
1583028.0,750.0,0.0,0.0
1603828.0,750.0,0.0,0.0
1624628.0,750.0,0.0,0.0
1645428.0,750.0,0.0,0.0
1666276.0,750.0,0.0,0.0
1687028.0,750.0,0.0,0.0
1707828.0,750.0,0.0,0.0
1728628.0,750.0,0.0,0.0
1749428.0,750.0,0.0,0.0
1770276.0,750.0,0.0,0.0
1791028.0,750.0,0.0,0.0
1811828.0,750.0,0.0,0.0
1832628.0,750.0,0.0,0.0
1853428.0,750.0,0.0,0.0
1874276.0,750.0,0.0,0.0
1895028.0,750.0,0.0,0.0
1915828.0,750.0,0.0,0.0
1936628.0,750.0,0.0,0.0
1957428.0,750.0,0.0,0.0
1978276.0,750.0,0.0,0.0
1999028.0,750.0,0.0,0.0
2019828.0,750.0,0.0,0.0
2040628.0,750.0,0.0,0.0
2061428.0,750.0,0.0,0.0
2082276.0,750.0,0.0,0.0
2103028.0,750.0,0.0,0.0
2123828.0,750.0,0.0,0.0
2144628.0,750.0,0.0,0.0
2165428.0,750.0,0.0,0.0
2186280.0,750.0,0.0,0.0
2207028.0,750.0,0.0,0.0
2227828.0,750.0,0.0,0.0
2248628.0,750.0,0.0,0.0
2269428.0,750.0,0.0,0.0
2290276.0,750.0,0.0,0.0
2311028.0,750.0,0.0,0.0
2331828.0,750.0,0.0,0.0
2352628.0,750.0,0.0,0.0
2373428.0,750.0,0.0,0.0
2394276.0,750.0,0.0,0.0
2415028.0,750.0,0.0,0.0
2435828.0,750.0,0.0,0.0
2456628.0,750.0,0.0,0.0
2477428.0,750.0,0.0,0.0
2498276.0,750.0,0.0,0.0
2519028.0,750.0,0.0,0.0
2539828.0,750.0,0.0,0.0
2560628.0,750.0,0.0,0.0
2581428.0,750.0,0.0,0.0
2602276.0,750.0,0.0,0.0
2623028.0,750.0,0.0,0.0
2643828.0,750.0,0.0,0.0
2664628.0,750.0,0.0,0.0
2685428.0,750.0,0.0,0.0
2706276.0,750.0,0.0,0.0
2727028.0,750.0,0.0,0.0
2747828.0,750.0,0.0,0.0
2768628.0,750.0,0.0,0.0
2789428.0,750.0,0.0,0.0
2810276.0,750.0,0.0,0.0
2831028.0,750.0,0.0,0.0
2851828.0,750.0,0.0,0.0
2872628.0,750.0,0.0,0.0
2893428.0,750.0,0.0,0.0
2914276.0,750.0,0.0,0.0
2935028.0,750.0,0.0,0.0
2955828.0,750.0,0.0,0.0
2976628.0,750.0,0.0,0.0
2997428.0,750.0,0.0,0.0
3018276.0,750.0,0.0,0.0
3039028.0,750.0,0.0,0.0
3059828.0,750.0,0.0,0.0
3080628.0,750.0,0.0,0.0
3101428.0,750.0,0.0,0.0
3122276.0,750.0,0.0,0.0
3143028.0,750.0,0.0,0.0
3163828.0,750.0,0.0,0.0
3184628.0,750.0,0.0,0.0
3205428.0,750.0,0.0,0.0
3226276.0,750.0,0.0,0.0
3247028.0,750.0,0.0,0.0
3267828.0,750.0,0.0,0.0
3288628.0,750.0,0.0,0.0
3309428.0,750.0,0.0,0.0
3330276.0,750.0,0.0,0.0
3351028.0,750.0,0.0,0.0
3371828.0,750.0,0.0,0.0
3392628.0,750.0,0.0,0.0
3413428.0,750.0,0.0,0.0
3434276.0,750.0,0.0,0.0
3455028.0,750.0,0.0,0.0
3475828.0,750.0,0.0,0.0
3496628.0,750.0,0.0,0.0
3517428.0,750.0,0.0,0.0
3538276.0,750.0,0.0,0.0
3559028.0,750.0,0.0,0.0
3579828.0,750.0,0.0,0.0
3600628.0,750.0,0.0,0.0
3621428.0,750.0,0.0,0.0
3642276.0,750.0,0.0,0.0
3663028.0,750.0,0.0,0.0
3683828.0,750.0,0.0,0.0
3704628.0,750.0,0.0,0.0
3725428.0,750.0,0.0,0.0
3746276.0,750.0,0.0,0.0
3767028.0,750.0,0.0,0.0
3787828.0,750.0,0.0,0.0
3808628.0,750.0,0.0,0.0
3829428.0,750.0,0.0,0.0
3850280.0,750.0,0.0,0.0
3871028.0,750.0,0.0,0.0
3891828.0,750.0,0.0,0.0
3912628.0,750.0,0.0,0.0
3933428.0,750.0,0.0,0.0
3954276.0,750.0,0.0,0.0
3975028.0,750.0,0.0,0.0
3995828.0,750.0,0.0,0.0
4016628.0,750.0,0.0,0.0
4037428.0,750.0,0.0,0.0
4058276.0,750.0,0.0,0.0
4079028.0,750.0,0.0,0.0
4099828.0,750.0,0.0,0.0
4120628.0,750.0,0.0,0.0
4141428.0,750.0,0.0,0.0
4162276.0,750.0,0.0,0.0
4183028.0,750.0,0.0,0.0
4203828.0,750.0,0.0,0.0
4224628.0,750.0,0.0,0.0
4245428.0,750.0,0.0,0.0
4266276.0,750.0,0.0,0.0
4287028.0,750.0,0.0,0.0
4307828.0,750.0,0.0,0.0
4328628.0,750.0,0.0,0.0
4349428.0,750.0,0.0,0.0
4370276.0,750.0,0.0,0.0
4391028.0,750.0,0.0,0.0
4411828.0,750.0,0.0,0.0
4432628.0,750.0,0.0,0.0
4453428.0,750.0,0.0,0.0
4474276.0,750.0,0.0,0.0
4495028.0,750.0,0.0,0.0
4515828.0,750.0,0.0,0.0
4536628.0,750.0,0.0,0.0
4557428.0,750.0,0.0,0.0
4578276.0,750.0,0.0,0.0
4599028.0,750.0,0.0,0.0
4619828.0,750.0,0.0,0.0
4640628.0,750.0,0.0,0.0
4661428.0,750.0,0.0,0.0
4682276.0,750.0,0.0,0.0
4703028.0,750.0,0.0,0.0
4723828.0,750.0,0.0,0.0
4744628.0,750.0,0.0,0.0
4765428.0,750.0,0.0,0.0
4786276.0,750.0,0.0,0.0
4807028.0,750.0,0.0,0.0
4827828.0,750.0,0.0,0.0
4848628.0,750.0,0.0,0.0
4869428.0,750.0,0.0,0.0
4890276.0,750.0,0.0,0.0
4911028.0,750.0,0.0,0.0
4931828.0,750.0,0.0,0.0
4952628.0,750.0,0.0,0.0
4973428.0,750.0,0.0,0.0
4994276.0,750.0,0.0,0.0
5015028.0,750.0,0.0,0.0
5035828.0,750.0,0.0,0.0
5056628.0,750.0,0.0,0.0
5077428.0,750.0,0.0,0.0
5098276.0,750.0,0.0,0.0
5119028.0,750.0,0.0,0.0
5139828.0,750.0,0.0,0.0
5160628.0,750.0,0.0,0.0
5181428.0,750.0,0.0,0.0
5202276.0,750.0,0.0,0.0
5223028.0,750.0,0.0,0.0
5243828.0,750.0,0.0,0.0
5264628.0,750.0,0.0,0.0
5285428.0,750.0,0.0,0.0
5306276.0,750.0,0.0,0.0
5327028.0,750.0,0.0,0.0
5347828.0,750.0,0.0,0.0
5368628.0,750.0,0.0,0.0
5389428.0,750.0,0.0,0.0
5410276.0,750.0,0.0,0.0
5431028.0,750.0,0.0,0.0
5451828.0,750.0,0.0,0.0
5472628.0,750.0,0.0,0.0
5493428.0,750.0,0.0,0.0
5514280.0,750.0,0.0,0.0
5535028.0,750.0,0.0,0.0
5555828.0,750.0,0.0,0.0
5576628.0,750.0,0.0,0.0
5597428.0,750.0,0.0,0.0
5618276.0,750.0,0.0,0.0
5639028.0,750.0,0.0,0.0
5659828.0,750.0,0.0,0.0
5680628.0,750.0,0.0,0.0
5701428.0,750.0,0.0,0.0
5722276.0,750.0,0.0,0.0
5743028.0,750.0,0.0,0.0
5763828.0,750.0,0.0,0.0
5784628.0,750.0,0.0,0.0
5805428.0,750.0,0.0,0.0
5826276.0,750.0,0.0,0.0
5847028.0,750.0,0.0,0.0
5867828.0,750.0,0.0,0.0
5888628.0,750.0,0.0,0.0
5909428.0,750.0,0.0,0.0
5930276.0,750.0,0.0,0.0
5951028.0,750.0,0.0,0.0
5971828.0,750.0,0.0,0.0
5992628.0,750.0,0.0,0.0
6013428.0,750.0,0.0,0.0
6034276.0,750.0,0.0,0.0
6055028.0,750.0,0.0,0.0
6075828.0,750.0,0.0,0.0
6096628.0,750.0,0.0,0.0
6117428.0,750.0,0.0,0.0
6138276.0,750.0,0.0,0.0
6159028.0,750.0,0.0,0.0
6179828.0,750.0,0.0,0.0
6200628.0,750.0,0.0,0.0
6221428.0,750.0,0.0,0.0
6242276.0,750.0,0.0,0.0
6263028.0,750.0,0.0,0.0
6283828.0,750.0,0.0,0.0
6304628.0,750.0,0.0,0.0
6325428.0,750.0,0.0,0.0
6346276.0,750.0,0.0,0.0
6367028.0,750.0,0.0,0.0
6387828.0,750.0,0.0,0.0
6408628.0,750.0,0.0,0.0
6429428.0,750.0,0.0,0.0
6450276.0,750.0,0.0,0.0
6471028.0,750.0,0.0,0.0
6491828.0,750.0,0.0,0.0
6512628.0,750.0,0.0,0.0
6533428.0,750.0,0.0,0.0
6554276.0,750.0,0.0,0.0
6575028.0,750.0,0.0,0.0
6595828.0,750.0,0.0,0.0
6616628.0,750.0,0.0,0.0
6637428.0,750.0,0.0,0.0
6658276.0,750.0,0.0,0.0
6679028.0,750.0,0.0,0.0
6699828.0,750.0,0.0,0.0
6720628.0,750.0,0.0,0.0
6741428.0,750.0,0.0,0.0
6762276.0,750.0,0.0,0.0
6783028.0,750.0,0.0,0.0
6803828.0,750.0,0.0,0.0
6824628.0,750.0,0.0,0.0
6845428.0,750.0,0.0,0.0
6866276.0,750.0,0.0,0.0
6887028.0,750.0,0.0,0.0
6907828.0,750.0,0.0,0.0
6928628.0,750.0,0.0,0.0
6949428.0,750.0,0.0,0.0
6970276.0,750.0,0.0,0.0
6991028.0,750.0,0.0,0.0
7011828.0,750.0,0.0,0.0
7032628.0,750.0,0.0,0.0
7053428.0,750.0,0.0,0.0
7074276.0,750.0,0.0,0.0
7095028.0,750.0,0.0,0.0
7115828.0,750.0,0.0,0.0
7136628.0,750.0,0.0,0.0
7157428.0,750.0,0.0,0.0
7178280.0,750.0,0.0,0.0
7199028.0,750.0,0.0,0.0
7219828.0,750.0,0.0,0.0
7240628.0,750.0,0.0,0.0
7261428.0,750.0,0.0,0.0
7282276.0,750.0,0.0,0.0
7303028.0,750.0,0.0,0.0
7323828.0,750.0,0.0,0.0
7344628.0,750.0,0.0,0.0
7365428.0,750.0,0.0,0.0
7386276.0,750.0,0.0,0.0
7407028.0,750.0,0.0,0.0
7427828.0,750.0,0.0,0.0
7448628.0,750.0,0.0,0.0
7469428.0,750.0,0.0,0.0
7490276.0,750.0,0.0,0.0
7511028.0,750.0,0.0,0.0
7531828.0,750.0,0.0,0.0
7552628.0,750.0,0.0,0.0
7573428.0,750.0,0.0,0.0
7594276.0,750.0,0.0,0.0
7615028.0,750.0,0.0,0.0
7635828.0,750.0,0.0,0.0
7656628.0,750.0,0.0,0.0
7677428.0,750.0,0.0,0.0
7698276.0,750.0,0.0,0.0
7719028.0,750.0,0.0,0.0
7739828.0,750.0,0.0,0.0
7760628.0,750.0,0.0,0.0
7781428.0,750.0,0.0,0.0
7802276.0,750.0,0.0,0.0
7823028.0,750.0,0.0,0.0
7843828.0,750.0,0.0,0.0
7864628.0,750.0,0.0,0.0
7885428.0,750.0,0.0,0.0
7906276.0,750.0,0.0,0.0
7927028.0,750.0,0.0,0.0
7947828.0,750.0,0.0,0.0
7968628.0,750.0,0.0,0.0
7989428.0,750.0,0.0,0.0
8010276.0,750.0,0.0,0.0
8031028.0,750.0,0.0,0.0
8051828.0,750.0,0.0,0.0
8072628.0,750.0,0.0,0.0
8093428.0,750.0,0.0,0.0
8114276.0,750.0,0.0,0.0
8135028.0,750.0,0.0,0.0
8155828.0,750.0,0.0,0.0
8176628.0,750.0,0.0,0.0
8197428.0,750.0,0.0,0.0
8218276.0,750.0,0.0,0.0
8239028.0,750.0,0.0,0.0
8259828.0,750.0,0.0,0.0
8280628.0,750.0,0.0,0.0
8301428.0,750.0,0.0,0.0
8322276.0,750.0,0.0,0.0
8343028.0,750.0,0.0,0.0
8363828.0,750.0,0.0,0.0
8384628.0,750.0,32.15,0.0
8406468.0,750.0,32.15,0.0
8428356.0,750.0,32.15,0.0
8450148.0,750.0,32.15,0.0
8471988.0,750.0,32.15,0.0
8493828.0,750.0,32.15,0.0
8515668.0,750.0,32.15,0.0
8537556.0,750.0,32.15,0.0
8559348.0,750.0,32.15,0.0
8581188.0,750.0,32.15,0.0
8603028.0,750.0,32.15,0.0
8624868.0,750.0,32.15,0.0
8646756.0,750.0,32.15,0.0
8668548.0,750.0,32.15,0.0
8690388.0,750.0,32.15,0.0
8712228.0,750.0,32.15,0.0
8734068.0,750.0,32.15,0.0
8755956.0,750.0,32.15,0.0
8777756.0,750.0,32.15,0.0
8799588.0,750.0,32.15,0.0
8821428.0,750.0,32.15,0.0
8843276.0,750.0,32.15,0.0
8865156.0,750.0,32.15,0.0
8886948.0,750.0,32.15,0.0
8908788.0,750.0,32.15,0.0
8930628.0,750.0,32.15,0.0
8952468.0,750.0,32.15,0.0
8974360.0,750.0,32.15,0.0
8996148.0,750.0,32.15,0.0
9017988.0,750.0,32.15,0.0
9039828.0,750.0,32.15,0.0
9061668.0,750.0,32.15,0.0
9083556.0,750.0,32.15,0.0
9105348.0,750.0,32.15,0.0
9127188.0,750.0,32.15,0.0
9149028.0,750.0,32.15,0.0
9170868.0,750.0,32.15,0.0
9192756.0,750.0,32.15,0.0
9214548.0,750.0,32.15,0.0
9236388.0,750.0,32.15,0.0
9258228.0,750.0,32.15,0.0
9280068.0,750.0,32.15,0.0
9301956.0,750.0,32.15,0.0
9323748.0,750.0,32.15,0.0
9345588.0,750.0,32.15,0.0
9367428.0,750.0,32.15,0.0
9389268.0,750.0,32.15,0.0
9411156.0,750.0,32.15,0.0
9432948.0,750.0,32.15,0.0
9454788.0,750.0,32.15,0.0
9476628.0,750.0,32.15,0.0
9498468.0,750.0,32.15,0.0
9520356.0,750.0,32.15,0.0
9542148.0,750.0,32.15,0.0
9563988.0,750.0,32.15,0.0
9585828.0,750.0,32.15,0.0
9607668.0,750.0,32.15,0.0
9629556.0,750.0,32.15,0.0
9651348.0,750.0,32.15,0.0
9673188.0,750.0,32.15,0.0
9695028.0,750.0,32.15,0.0
9716868.0,750.0,32.15,0.0
9738756.0,750.0,32.15,0.0
9760548.0,750.0,32.15,0.0
9782388.0,750.0,32.15,0.0
9804228.0,750.0,32.15,0.0
9826068.0,750.0,32.15,0.0
9847956.0,750.0,32.15,0.0
9869748.0,750.0,32.15,0.0
9891588.0,750.0,32.15,0.0
9913428.0,750.0,32.15,0.0
9935268.0,750.0,32.15,0.0
9957156.0,750.0,32.15,0.0
9978948.0,750.0,32.15,0.0
10000788.0,750.0,32.15,0.0
10023668.0,750.0,32.15,0.0
10046548.0,750.0,32.15,0.0
10069476.0,750.0,32.15,0.0
10092308.0,750.0,32.15,0.0
10115188.0,750.0,32.15,0.0
10138068.0,750.0,32.15,0.0
10160948.0,750.0,32.15,0.0
10183876.0,750.0,32.15,0.0
10206708.0,750.0,32.15,0.0
10229588.0,750.0,32.15,0.0
10252468.0,750.0,32.15,0.0
10275348.0,750.0,32.15,0.0
10298276.0,750.0,32.15,0.0
10321108.0,750.0,32.15,0.0
10343988.0,750.0,32.15,0.0
10366868.0,750.0,32.15,0.0
10389748.0,750.0,32.15,0.0
10412676.0,750.0,32.15,0.0
10435508.0,750.0,32.15,0.0
10458388.0,750.0,32.15,0.0
10481268.0,750.0,32.15,0.0
10504148.0,750.0,32.15,0.0
10527076.0,750.0,32.15,0.0
10549908.0,750.0,32.15,0.0
10572788.0,750.0,32.15,0.0
10595668.0,750.0,32.15,0.0
10618548.0,750.0,32.15,0.0
10641480.0,750.0,32.15,0.0
10664308.0,750.0,32.15,0.0
10687188.0,750.0,32.15,0.0
10710068.0,750.0,32.15,0.0
10732948.0,750.0,32.15,0.0
10755876.0,750.0,32.15,0.0
10778708.0,750.0,32.15,0.0
10801588.0,750.0,32.15,0.0
10824468.0,750.0,32.15,0.0
10847348.0,750.0,32.15,0.0
10870276.0,750.0,32.15,0.0
10893108.0,750.0,32.15,0.0
10915988.0,750.0,32.15,0.0
10938868.0,750.0,32.15,0.0
10961748.0,750.0,32.15,0.0
10984676.0,750.0,32.15,0.0
11007508.0,750.0,32.15,0.0
11030388.0,750.0,32.15,0.0
11053268.0,750.0,32.15,0.0
11076148.0,750.0,32.15,0.0
11099076.0,750.0,32.15,0.0
11121908.0,750.0,32.15,0.0
11144788.0,750.0,32.15,0.0
11167668.0,750.0,32.15,0.0
11190548.0,750.0,32.15,0.0
11213476.0,750.0,32.15,0.0
11236308.0,750.0,32.15,0.0
11259188.0,750.0,32.15,0.0
11282068.0,750.0,32.15,0.0
11304948.0,750.0,32.15,0.0
11327876.0,750.0,32.15,0.0
11350708.0,750.0,32.15,0.0
11373596.0,750.0,32.15,0.0
11396468.0,750.0,32.15,0.0
11419348.0,750.0,32.15,0.0
11442276.0,750.0,32.15,0.0
11465108.0,750.0,32.15,0.0
11487988.0,750.0,32.15,0.0
11510868.0,750.0,32.15,0.0
11533748.0,750.0,32.15,0.0
11556676.0,750.0,32.15,0.0
11579508.0,750.0,32.15,0.0
11602388.0,750.0,32.15,0.0
11625268.0,750.0,32.15,0.0
11648148.0,750.0,32.15,0.0
11671076.0,750.0,32.15,0.0
11693908.0,750.0,32.15,0.0
11716788.0,750.0,32.15,0.0
11739668.0,750.0,32.15,0.0
11762548.0,750.0,32.15,0.0
11785476.0,750.0,32.15,0.0
11808308.0,750.0,32.15,0.0
11831188.0,750.0,32.15,0.0
11854068.0,750.0,32.15,0.0
11876948.0,750.0,32.15,0.0
11899876.0,750.0,32.15,0.0
11922708.0,750.0,32.15,0.0
11945588.0,750.0,32.15,0.0
11968468.0,750.0,32.15,0.0
11991348.0,750.0,32.15,0.0
12014276.0,750.0,32.15,0.0
12037108.0,750.0,32.15,0.0
12059988.0,750.0,32.15,0.0
12082868.0,750.0,32.15,0.0
12105756.0,750.0,32.15,0.0
12128676.0,750.0,32.15,0.0
12151508.0,750.0,32.15,0.0
12174388.0,750.0,32.15,0.0
12197268.0,750.0,32.15,0.0
12220148.0,750.0,32.15,0.0
12243076.0,750.0,32.15,0.0
12265908.0,750.0,32.15,0.0
12288788.0,750.0,32.15,0.0
12311668.0,750.0,32.15,0.0
12334548.0,750.0,32.15,0.0
12357476.0,750.0,32.15,0.0
12380308.0,750.0,32.15,0.0
12403188.0,750.0,32.15,0.0
12426068.0,750.0,32.15,0.0
12448948.0,750.0,32.15,0.0
12471876.0,750.0,32.15,0.0
12494708.0,750.0,32.15,0.0
12517588.0,750.0,32.15,0.0
12540468.0,750.0,32.15,0.0
12563348.0,750.0,32.15,0.0
12586276.0,750.0,32.15,0.0
12609108.0,750.0,32.15,0.0
12631988.0,750.0,32.15,0.0
12654868.0,750.0,32.15,0.0
12677748.0,750.0,32.15,0.0
12700680.0,750.0,32.15,0.0
12723508.0,750.0,32.15,0.0
12746388.0,750.0,32.15,0.0
12769268.0,750.0,32.15,0.0
12792148.0,750.0,32.15,0.0
12815076.0,750.0,32.15,0.0
12837916.0,750.0,32.15,0.0
12860788.0,750.0,32.15,0.0
12883668.0,750.0,32.15,0.0
12906548.0,750.0,32.15,0.0
12929476.0,750.0,32.15,0.0
12952308.0,750.0,32.15,0.0
12975188.0,750.0,32.15,0.0
12998068.0,750.0,32.15,0.0
13020948.0,750.0,32.15,0.0
13043876.0,750.0,32.15,0.0
13066708.0,750.0,32.15,0.0
13089588.0,750.0,32.15,0.0
13112468.0,750.0,32.15,0.0
13135348.0,750.0,32.15,0.0
13158276.0,750.0,32.15,0.0
13181108.0,750.0,32.15,0.0
13203988.0,750.0,32.15,0.0
13226868.0,750.0,32.15,0.0
13249748.0,750.0,32.15,0.0
13272676.0,750.0,32.15,0.0
13295508.0,750.0,32.15,0.0
13318388.0,750.0,32.15,0.0
13341268.0,750.0,32.15,0.0
13364148.0,750.0,32.15,0.0
13387076.0,750.0,32.15,0.0
13409908.0,750.0,32.15,0.0
13432788.0,750.0,32.15,0.0
13455668.0,750.0,32.15,0.0
13478548.0,750.0,32.15,0.0
13501480.0,750.0,32.15,0.0
13524308.0,750.0,32.15,0.0
13547188.0,750.0,32.15,0.0
13570076.0,750.0,32.15,0.0
13592948.0,750.0,32.15,0.0
13615876.0,750.0,32.15,0.0
13638708.0,750.0,32.15,0.0
13661588.0,750.0,32.15,0.0
13684468.0,750.0,32.15,0.0
13707348.0,750.0,32.15,0.0
13730276.0,750.0,32.15,0.0
13753108.0,750.0,32.15,0.0
13775988.0,750.0,32.15,0.0
13798868.0,750.0,32.15,0.0
13821748.0,750.0,32.15,0.0
13844676.0,750.0,32.15,0.0
13867508.0,750.0,32.15,0.0
13890388.0,750.0,32.15,0.0
13913268.0,750.0,32.15,0.0
13936148.0,750.0,32.15,0.0
13959076.0,750.0,32.15,0.0
13981908.0,750.0,32.15,0.0
14004788.0,750.0,32.15,0.0
14027668.0,750.0,32.15,0.0
14050548.0,750.0,32.15,0.0
14073476.0,750.0,32.15,0.0
14096308.0,750.0,32.15,0.0
14119188.0,750.0,32.15,0.0
14142068.0,750.0,32.15,0.0
14164948.0,750.0,32.15,0.0
14187876.0,750.0,32.15,0.0
14210708.0,750.0,32.15,0.0
14233588.0,750.0,32.15,0.0
14256468.0,750.0,32.15,0.0
14279348.0,750.0,32.15,0.0
14302280.0,750.0,32.15,0.0
14325108.0,750.0,32.15,0.0
14347988.0,750.0,32.15,0.0
14370868.0,750.0,32.15,0.0
14393748.0,750.0,32.15,0.0
14416676.0,750.0,32.15,0.0
14439508.0,750.0,32.15,0.0
14462388.0,750.0,32.15,0.0
14485268.0,750.0,32.15,0.0
14508148.0,750.0,32.15,0.0
14531076.0,750.0,32.15,0.0
14553908.0,750.0,32.15,0.0
14576788.0,750.0,32.15,0.0
14599668.0,750.0,32.15,0.0
14622548.0,750.0,32.15,0.0
14645476.0,750.0,32.15,0.0
14668308.0,750.0,32.15,0.0
14691188.0,750.0,32.15,0.0
14714068.0,750.0,32.15,0.0
14736948.0,750.0,32.15,0.0
14759876.0,750.0,32.15,0.0
14782708.0,750.0,32.15,0.0
14805588.0,750.0,32.15,0.0
14828468.0,750.0,32.15,0.0
14851348.0,750.0,32.15,0.0
14874276.0,750.0,32.15,0.0
14897108.0,750.0,32.15,0.0
14919988.0,750.0,32.15,0.0
14942868.0,750.0,32.15,0.0
14965748.0,750.0,32.15,0.0
14988676.0,750.0,32.15,0.0
